sample_SRR7959183	sample_SRR7959184	sample_SRR7959185	sample_SRR8377639	sample_SRR8377638	sample_SRR11509530	sample_SRR11509531	sample_SRR11509532
AARS	64.39885	60.354701	60.323882	43.996389	42.284737	42.734982	46.077373	44.763784
AARS2	11.80707	11.84695	12.17723	11.245916	10.619017	11.03972	11.288006	11.756062
AARSD1	45.8497	48.604	46.4833	55.8214	59.6585	46.8011	48.5681	47.6566
AASDHPPT	9.633048	12.5272	12.6542	15.093076	13.360545	7.78813	7.507332	6.359143
AASS	8.61419	9.5969	9.43884	4.57731	4.344	11.63649	11.31793	11.35217
AATF	26.1397	24.743	26.9688	20.8195	16.9678	20.7095	22.8222	20.3799
AATK	4.0325929	4.0183764	3.72001	1.78412327	2.38179790140502	12.074176	11.0244009	12.144598
ABAT	11.019427	9.982846	11.027745	7.534581	7.472753	9.961209	10.877042	10.906124
ABCA1	27.0347	25.754	27.053	4.5296	3.39083	38.7591	40.2895	38.241
ABCA12	6.451592938	6.643051	6.837916	4.66330000031942	4.795841	0.0813219	0.021069	0.0413252
ABCA13	0.0425998	0.0568432	0.0644621	0	0.0130915	0.0698434	0.0496198	0.0665025
ABCA2	4.846717766	4.487773218	4.91447015605	3.100990159	3.6506248	15.887565	14.7064000001325	14.57846
ABCA3	42.49217	37.85612	37.292675	12.883131	15.664614	35.09943	35.2248	34.83677
ABCA4	0.0867993	0.0718285	0.04143190512775	0.025921500741763	0.0564046	0.2263864	0.2710484458363	0.23070300122147
ABCA5	3.46131	3.6873817	3.6862681454	2.2370262392	2.688411	7.13584159679	7.43388	7.76507
ABCA7	0.47779	0.53700527499192	0.5029881015	0.480531	0.5780202	0.4966809599	0.483493	0.5752911
ABCA8	4.62211	4.5054	5.31853	1.06197	1.24824	5.12047	4.6261	4.74312
ABCA9	10.1898	9.93965	10.3484	4.29924	4.57067	21.0675	21.5887	21.3702
ABCB1	18.6098312	18.6883921	20.2626041	4.4010753	3.7188828	13.8661627	15.3195953003	14.885841
ABCB10	6.81626	7.87901	7.22397	5.85127	5.98314	15.3892	14.3251	14.3195
ABCB11	2.713322046	2.99163200029089	2.7773605	2.60662650319121	3.01440379802699	2.796442	2.9928479	3.11610722456179
ABCB1LA	0.4062327	0.416848	0.3715459	0.0732195	0.057129555	0.2543405	0.319868	0.305678
ABCB5	2.5462285	3.10712200265773	3.08505800392201	0.273527	0.292227	1.396964	1.049407	1.518464
ABCB6	2.62309	1.9884	2.19187	1.86602	2.2999	3.31119	3.12995	3.00695
ABCB7	27.15895	27.28095	30.92068	20.82027	17.55458	21.26584	22.11065	22.01312
ABCB8	25.69348	23.4605	21.02982	48.4255	52.8566	26.23218	28.2647	27.36385
ABCB9	3.76847	3.93101	3.83895518	2.118292	2.815497	1.956857	2.114698	2.037359028
ABCC1	114.554	117.825	123.269	99.2566	86.0626	60.6977	63.9194	62.5771
ABCC10	8.34518440025241	7.342377	7.905274	7.2136844	6.8364973	9.92142800325465	10.105316	9.6376587
ABCC13	4.18859	4.0858	3.951987	2.573392	2.4529535	7.592259	8.4868476	8.17035
ABCC2	0.272036	0.156533	0.10353	0.175659	0.129711	0.108072	0.136496	0.244045
ABCC3	19.720023	19.470051	20.754579	6.9777143	8.3366059	10.914735	11.518303	10.048085
ABCC4	17.672201	18.494329	19.320469	8.014641	6.5310638	13.982229	16.095551	14.909181
ABCC5	54.064573	55.793261	60.50602	23.7083214	24.2198490001786	63.082270001527	67.130751	65.57527
ABCC6	2.976086	3.030018	2.970140520368	2.113186	2.1716850141457	5.1538645	4.720249	4.675931
ABCC8	0.546927	0.471465	0.4453569	0.2600719	0.2360164	30.2448	30.9116	31.95893
ABCC9	1.9586138	1.699076	2.036017	0.885218	0.74379	24.899838	27.114942	26.3369540003281
ABCD2	19.4996	20.7676	23.174	8.09954	7.09364	39.1341	42.1078	41.2928
ABCD3	21.4144	21.7263	23.6694	14.1179	12.3788	24.8653	23.6791	25.6781
ABCD4	7.329106	7.2330123081	7.21638	3.844219	4.1209624778	10.649245	11.73222	10.58792
ABCE1	92.5517	102.986	101.907	87.1274	74.8546	91.4044	95.6729	96.6109
ABCF2	56.0076	55.6659	59.9973	53.4144	45.7788	44.1866	44.9269	43.4966
ABCF3	35.461	31.7685	30.6848	28.8764	32.7841	33.2135	34.1219	34.0708
ABCG1	9.442715	9.814833	10.377257	2.64139000019285	2.6788400644379	16.673769	16.597891	16.616272
ABCG2	3.482755	3.9843200276886	3.344998	1.8936121	1.6804941	8.414093	9.622111	9.197245
ABCG4	8.675455	7.300029	7.5164	6.089191	6.954951	6.685491	6.597635	6.229817
ABCG5	0.948195	0.677461	1.03364	0.846758	0.661518	0.863827	1.31165	1.36508
ABCG8	0.0138255	0.0557244	0.0157949	0	0.015391	0.0128245	0	0.065159
ABHD1	15.702027	16.624094	16.897207	36.01151	38.365111	22.749424	24.021211	20.887953
ABHD10	7.6958	7.91107	7.87684	6.86753	6.2591	8.15423	8.84633	8.65544
ABHD11	8.51276	7.92431	7.34863	8.20906	8.158323	7.067826	8.2076581	6.18261
ABHD12	91.7722	87.1826	89.3617	33.0599	31.6531	72.8191	71.4498	72.7078
ABHD12B	28.322557	25.666148	22.160506	14.72759	17.707613	13.715115	15.9658	14.307881
ABHD13	36.49298	38.12765	40.37603	31.26318	28.0421	25.88466	28.05356	28.75104
ABHD14A	6.63886	5.94192	4.01431	7.31726	9.81997	7.34963	5.92229	5.65746
ABHD17A	47.9946	42.0856	42.5577	52.8598	56.7588	42.1377	41.1537	39.6514
ABHD17B	16.2556	16.95615	18.02705	19.17938	16.03486	20.61319	21.64658	20.50118
ABHD17C	13.18309	12.24623	12.75796	7.87063	8.48578	10.64823	8.46117	8.98029
ABHD18	29.336238	28.237663	32.846377	20.74914	18.581899	33.341493	35.178794	37.254024
ABHD2	34.463508	34.084537000317	36.785359	11.7650860001571	10.025999	20.06167	21.809951	21.313872
ABHD3	1.21739	1.292137	1.19236	0.323361	0.34989	0.202054	0.21728	0.0912317
ABHD5	17.01925	19.14929	19.46908	10.30766	9.26523	18.24397	18.03279	18.39254
ABHD6	13.16814	13.37729	12.08805	6.81852	7.8622	18.38472	19.95892	18.25949
ABHD8	0.81126	0.607492	0.948272	0.467634	0.780335	0.388314	0.409984	0.203809
ABI1	61.869	60.7983	61.6336	43.756	42.526	78.7761	83.7316	82.0753
ABI2	27.055691	25.488574	27.634124	17.6578758927	14.9930050007494	17.669865	18.731151	18.097416
ABI3	35.9548	32.0992	31.7538	26.2694	27.6036	33.9826	30.2739	33.2841
ABI3BP	3.565188053548	3.62885692341319	3.6367888	2.36020093	2.3407089365758	10.5618490582108	10.294037669319	10.19932713618
ABL1	24.5541	22.5256	22.4964	7.35688	6.99528	18.3649	18.5822	17.2928
ABL2	4.761786	4.3033175	4.59781	2.169233	2.495373	5.00028	5.038576	5.121402
ABLIM1	6.071743	6.509082	6.7130229	1.9831362	1.99823300540533	3.8914459	3.610072521871	4.11398903378492
ABLIM2	0.97057408536	1.228953338655	0.9244398	0.3441716	0.1613964	0.590253	0.6536921	0.67744
ABLIM3	2.3866876163125	1.92039929	2.14692338	2.39789563374	3.164226106	9.277739	9.2145332	9.15946101
ABR	42.952236	39.244847	37.519215	20.97944	20.596445	39.4339936	40.45669	41.0302
ABRA	0.489318	0.49663	0.670148	0.217323	0.2872	0.653307	0.696515	0.707969
ABRACL	218.6778	200.3628	207.2662	193.24477	170.06254	245.4473	271.716	245.411
ABTB1	24.0956	22.5907	23.7514	15.0686	13.6421	38.1829	37.0168	38.3239
ABTB2	7.51863	6.9322	6.51621	2.00516	1.72475	6.00597	5.91577	6.29392
AC108938.5	0.274267	0	0	0	0	0	0	0.642201
ACAA1	25.1335	23.1166	22.6964	18.0822	17.6014	23.462	24.268	23.9209
ACAA2	56.4712	54.0255	57.1553	51.8784	46.5462	74.0253	72.5321	72.2923
ACACA	21.2129475959	19.31886692583	19.2694698965667	10.198503539	10.013584	15.98117643902	16.7746582	15.988245
ACACB	0.558811	0.661176	0.531467	0.742329	0.786256	0.831951	0.820489	0.688928
ACAD11	4.18708	4.65619	4.19625	3.96121	3.83871	6.14807	6.4989	5.98303
ACAD6L	9.341506	9.985574	10.1619852	4.6879434	5.3962385	14.094858	13.5558918	15.01742
ACAD8	14.6312	14.5896	13.5688	13.2035	13.8241	14.8124	16.685	16.221
ACAD9	83.52	78.2917	78.9738	59.4738	61.6819	66.6983	71.4974	64.7354
ACADL	51.4409	50.0114	49.88	47.6176	49.3107	81.395	84.911	83.4999
ACADS	36.07138	34.79711	37.64854	36.19457	31.58313	27.63068	27.59935	25.36725
ACADSB	12.8092	14.0316	14.3524	8.21334	8.58482	13.9255	14.6198	14.4097
ACAN	0.01673293	0.01679113	0.01904017	0.005957336	0.00965605	0	0.07216754	0.0202689
ACAP1L	61.6527	48.534	47.537	50.724	56.8736	53.6585	54.5181	52.9205
ACAP2	49.15404	46.480587	46.964692	28.81617	25.296219	40.157953	39.034292	41.324721
ACAP3	3.1223743808	3.1273770930277	3.479633	1.864247	1.9939584	6.1467082986	5.7110015689	6.133385
ACAT1	87.7374	87.1701	91.5187	99.1735	90.5321	82.1328	84.6252	77.1852
ACAT2	47.9433	42.6786	47.0755	55.8196	59.2653	29.0756	27.6379	29.8434
ACBD3	28.14165	25.48412	26.7098	18.63234	17.58701	26.68965	26.71631	26.75749
ACBD4	30.692235	27.643879	21.949848	53.788141	66.823417	31.695891	30.678024	29.63308
ACBD5	12.444133	13.1516	14.025894	10.569912	11.457326	14.205594	14.524948	15.128664
ACBD7	10.075609	10.724512	9.969143	3.383332	4.6377864	34.225088	35.999351	37.556178
ACCS	3.44289	3.05645	2.81359	2.99203	3.01773	3.17757	4.48943	3.79029
ACCSL	2.252393847	2.29130135059596	2.76929191570982	2.016881166421	2.5558246051	0.9073295259	1.0878995295	0.9636671301
ACD	36.31813	31.8295	32.72191	43.60327	41.9154	19.587765	18.83584	17.35985
ACE	2.08032	1.6858	1.64078	0.484341	0.298654	0.644219	0.499079	0.565338
ACE2	0.0931947	0.0236512	0	0.0333304	0.0130138	0.0217087	0.0224271	0
ACER1	1.6241	1.74446	2.2942	1.6573	2.10737	0.2612968056	0.0536541267	0.05305289982
ACER2	2.21678	2.54052	2.62591	1.78485	1.64015	1.23832	1.49168	1.41548
ACER3	12.315	12.520406	12.5427	5.092372	5.409899	20.088623	20.085434	20.75049
ACHE	1.54703	1.18566	1.19867	2.32736	3.00487	0.509037	0.602605	0.43951
ACHRB	3.25566	2.55849	2.47882	4.83296	5.27576	12.1261	13.084	11.8993
ACKR1	4.02639	4.59302	3.77972	2.07923	2.04427	1.76109	2.52501	2.5439
ACKR3	17.016786	18.627469	18.097828	13.04808	11.773552	13.88062	14.37929	15.32705
ACKR4	40.9158	42.5591	45.3852	14.1509	14.3997	5.19602	6.79687	5.27797
ACLY	54.8702220336836	48.914075	53.53257	34.853663	35.002733	30.664375	31.053831	31.423029
ACMSD	0.4773386	0.2866839	0.6490563	0.650879	0.5962473	0.3965529	1.4895182	0.9390225
ACO1	46.9093	46.411	51.4459	16.3647	16.6439	52.9057	55.7202	56.9779
ACO2	88.4922	81.8208	84.5986	59.2573	60.2003	75.7131	76.7737	75.375
ACOD1	30.3829	27.2776	28.2168	1.086187	1.167186	5.14605	5.89267	5.53399
ACOT11	7.059956	5.59393	6.558989	4.347544	5.643953	3.23081	2.576851364	2.535259
ACOT12	0.0285204	0.129365	0.179264	0.0203682	0.0396991	0.185445	0.150384	0.290766
ACOT13	20.3264	25.5218	22.1594	20.961	19.7684	28.5345	25.5652	26.9563
ACOT1L	0.761544	1.21173	0.708593	0.798238	0.797465	1.44041	1.26032	0.914287
ACOT2L	4.5059	4.38955	5.78663	2.78626	2.63169	6.31455	7.76642	7.18756
ACOT4	3.493109	4.460155	3.5403962	3.4980848	3.6732028	7.105906	7.877089	6.7841173
ACOT7	42.0084	37.8203	36.5099	45.3221	45.1207	39.274	39.8452	34.8285
ACOT8	56.2303	53.3904	48.5801	80.6249	85.4521	47.8646	42.4188	44.531
ACOT9	55.3885822	56.260479	58.987148	29.807823	30.190726346	23.0216243	24.0092687022232	24.769187
ACOX1	21.7078	20.90443	21.36719	15.19368	15.02962	30.72812	31.69896	31.34479
ACOX2	2.934323	3.456128	3.220151	1.423636	1.963616	1.304786	1.02698	1.03174
ACOX3	4.035846	4.039628	4.727781	3.40758233154	3.39867	5.190558	5.257314	5.710714
ACP1	202.1373	225.3563	243.2278	284.9843	253.051	161.1018	166.5832	164.5594
ACP2	70.8522	68.2546	71.2864	27.202	24.8894	55.4082	59.0208	60.0784
ACP5	122.887	98.5306	91.674	72.4463	81.0404	112.89	108.874	108.83
ACP6	19.362635	20.90142	20.435313	21.715814	21.842565	20.670398	20.843297	20.046846
ACPP	1.663209	1.38925	1.546834	2.080828	2.084726	1.130375	1.578312	1.295136
ACR	0.19206	0.0670655	0.303712	0.515935	0.110718	0.742038	0	0.313804
ACRBP	1.30191	1.33669	2.53898	1.46722	1.36569	1.59364	1.97594	2.20701
ACRL	0	0	0	0	0	0.0625178	0	0
ACSBG1	0.931333512	0.53055413	0.641951	0.949468	1.1381835	0.508187	0.6046869	0.628888
ACSBG2	47.6421365	47.31281	46.911889	28.1256670016558	25.279214	40.115358	40.29444	40.2632
ACSF2	29.495	29.6399	32.361	16.6826	20.6245	95.8443	98.6451	99.3518
ACSF3	4.745277	4.914524	3.956534	3.953246	4.52881	5.646009	5.36951	4.047905
ACSL1	8.80783	9.80303	10.30945	3.63513	3.30029	5.2351000009403	5.36961	5.63573
ACSL3	17.29334	18.18142	17.28567	10.918415	9.80816	14.86872	13.80155	14.243274
ACSL4	64.3155613175035	64.09306981789	66.2406716	45.8164951733	39.6855724257	38.57359348584	40.704314267272	40.182140057922
ACSL5	28.5722	30.8331	31.7701	21.8696	18.9845	25.8305	24.8006	24.4628
ACSL6	0.3513923156593	0.4457277	0.53288082381	0.2196195948225	0.2873151	0.45097244947	0.541817	0.676038
ACSM3	0	0	0	0.0285181	0.089344	0	0	0.0379041
ACSM4L	0.24658100215192	0.32284900271075	0.27688400443138	0.196162000654985	0.091197100241386	0.356862000618351	0.2712460014297	0.122001
ACSM5	0	0.0284373	0.0322292	0	0	0.0267625	0.13501	0.0271858
ACSS1	6.39432	7.00471	6.70027	1.372133	1.245344	14.65971	15.45191	15.88905
ACSS1L	0	0.0977716	0	0.0229869	0	0.0900557	0.0677033	0.0542553
ACSS2	62.48375523876	60.817226241	62.8057340654128	31.662223283425	37.085095	33.479702711196	34.60485086082	34.65774534
ACSS3	1.1512351	1.15366	1.11694	0.4674004	0.564725	5.628297	5.13751	5.829774
ACT85CL	0	0	0	0	0	0.0914969	0	0.185802
ACTA1	26.4852	29.8897	29.5854	0.669746	2.90832	14.3444	15.1006	17.3248826
ACTA2	34.714784	32.762766	30.579606	16.71991	17.76871	162.3863	171.003258	171.4029
ACTB	5510.77	5110.39	5177.82	2855.17	2958.66	5852.87	6110.33	5966.56
ACTBL2L	0.1401012	0.735303	0.2242975	0.0248549	0.116331	0.352712	0.363627	0.468432
ACTC1	2.17812	1.41263	1.18227	0.0430134	0.0676243	0.339722	0.0580908	0.517265
ACTC2L	3316.564	2924.966	2915.05	2441.96	2465.59	3089.438	3009.348	3045.413
ACTG1	70.2959	62.402	63.0615	45.4173	42.7103	45.344	49.3743	43.1999
ACTG2	231.551	225.8	210.88	5.73369	12.7831	25.9926	21.5927	26.6241
ACTL6A	48.425	46.7951	53.1635	45.4026	41.2004	35.9618	33.9517	36.7435
ACTL6B	0.54879	0.456622	0.840293	0.880353	1.03726	0.368282	0.270065	0.16023
ACTL7A	0.37268	0.35468	0.413349	0.209649	0.136098	0.272056	0.375028	0.516094
ACTL9	0	0	0	0	0	0.0533309	0	0
ACTN1	207.65963	202.141067	209.4584471	121.56049	111.60912	157.526590036873	166.20703007399	159.568529473619
ACTN2	0.136213	0.115154	0.130528	0.0325653	0.088997	0.487766	0.52518	0.495548
ACTN4	118.366	102.16	101.375	72.4453	81.8825	94.1781	95.1893	89.0554
ACTR10	44.7136	41.1269	43.2797	61.3523	60.1137	44.4202	44.4349	41.2713
ACTR10L	10.6648	10.179	10.4598	4.74932	4.98941	7.60999	7.29548	7.50535
ACTR1A	72.4805	76.7579	77.1396	43.5739	39.0683	60.4795	59.6127	62.6444
ACTR2	376.606	372.695	388.726	186.11	161.181	321.912	331.297	322.98
ACTR3	416.686	430.017	449.359	325.318	284.208	405.383	418.141	420.25
ACTR3B	136.33693	143.62372	146.26418	164.50646	145.51054	43.674672	46.56988	45.32459
ACTR5	8.27803	10.21355	9.93138	9.70096	8.23182	8.53504	10.29199	10.65595
ACTR6	94.2354	100.751	105.251	122.116	108.849	71.267	75.7413	71.7137
ACTR8	17.6395	18.2513	20.0729	16.0232	14.92	14.9317	16.7404	14.493
ACTRT2	0	0	0	0	0	0	0	0
ACVR1	45.035593	43.715341266326	44.521365434	28.437	28.7916119	40.590367	41.999738	39.08876483
ACVR1B	30.39381	29.40584	30.55956	13.72084	16.82605	28.40672	28.92564	28.76512
ACVR1C	0.8217181401	1.0592381	0.681961	0.4672258	0.560108	1.688775	1.8062892	1.856604
ACVR2A	28.6827	28.9961	28.2655	11.87299	11.73524	23.2858	24.06	24.5592
ACVR2B	0.544708	0.499567	0.542185	0.175785	0.183608	0.6904	0.670948	0.701121
ACVRL1	32.5643	31.2421	29.9679	10.0552	11.7581	94.1441	83.8802	85.0826
ACY1	27.10898	27.63845	24.56263	44.48249	44.36114	21.63815	20.88117	22.09211
ACYP1	36.6047	33.7541	32.0823	49.3338	46.3532	25.3925	24.1197	25.2527
ACYP2	15.66561	17.12194	15.20114	13.73581	12.4783	18.07505	21.01848	21.03782
ADA	35.0207	34.4211	34.8083	44.2704	42.6126	40.1471	43.9464	38.4258
ADAD1	0.241624	0.183482	0.231104	0.259611	0.180103	0.187711	0.290647	0.0953588
ADAL	7.11731	8.17732	8.74378	7.48857	7.29275	8.23225	9.02557	9.18117
ADAM10	94.258	97.5218	104.12	54.5543	52.2359	114.482	121.41	121.86
ADAM11	0.0521752	0.0351444	0.208942	0.0818671	0.126156	0.113247	0.197451	0.172307
ADAM12	1.19238	1.34901	1.87597	1.87168	1.474143	2.79866	3.36875	2.94459
ADAM15	0.552758	0.2593856	0.470739	0.2051794	0.200263	0.981912	1.312284	0.697707
ADAM17	63.4796	57.3443	60.4843	32.7368	33.7154	39.3842	40.2742	41.004
ADAM19	0.795309	0.893514	1.13925	0.433774	0.354401	4.19157	3.95068	4.02287
ADAM20	0.0304027	0.0930765	0.316439	0.131349	0.188291	0.085727	0.058901	0.116105
ADAM22	0.132984	0.22099693337	0.12457	0.0575687605685	0.0448270173255	0.3456545899956	0.245707	0.239509953284
ADAM23	8.15696	7.7860690158842	8.7457278	5.880619	5.2078061	27.60058	24.264563	26.472448
ADAM28	56.67259	54.7898	57.86338	52.5419	43.03149	2.45429	2.12293	2.338191
ADAM33	61.0809	52.98397	57.61388	60.22219	59.36863	86.4779	83.2852	85.682
ADAM5P	4.6388550582462	4.7478230534379	6.3095591040619	5.70618071149621	8.72544	0.784128	0.6589768	0.877008
ADAM8	7.509607	6.4612964	6.298591	1.0686487	0.851838	0.98206	0.53904051019223	0.849136
ADAM9	21.17702	21.70163	21.724819	9.679479	10.256755	20.037446	19.963265	20.670405
ADAM9L	0.06412974014	0.03276371854	0.11138361453	0.11554	0.162667	0.422495	0.248752	0.359472
ADAMTS1	32.5909	32.801	33.7089	26.2483	25.0703	41.9461	41.4827	42.6371
ADAMTS12	5.7252437	6.294513	6.34889	3.1476303	2.5367661	1.515127	1.806723	1.52119
ADAMTS13	2.63139	2.60331	3.04261	1.25644	1.23684	8.02707	7.92174	8.32556
ADAMTS14	1.48077	1.23735	1.36638	0.603176000574588	0.559149	6.214873	6.128826	5.74238
ADAMTS15	2.14522	1.71838	1.72094	1.08603	1.09154	4.54794	4.07295	4.24629
ADAMTS17	2.115039	2.3417567	2.57799823	1.175614	1.3374154	0.80636029	0.8362674	0.9072252
ADAMTS18	0.4169507503	0.47524385374	0.604131	0.441877	0.4403184	0.16480177602	0.16436791319	0.123338
ADAMTS19	0.375009909062	0.4754264	0.545098	0.20681777	0.3318398	0.510695	0.22211271	0.32769589
ADAMTS2	5.52	5.87044	6.0081	2.18281	1.9703	2.98399	3.17258	3.23425
ADAMTS20	0.078426432005	0.09214372	0.051436	0.0279877	0.0083557923775	0.133293	0.087652224	0.098508565
ADAMTS3	1.920459	2.103882	2.036597	0.9720538	1.1606326	55.25178	54.34847	55.57236
ADAMTS4	6.83403	5.06973	4.78126	1.3004	1.65506	1.73423	2.46564	1.69023
ADAMTS5	5.00994	5.00947	5.10817	1.87401	2.01731	1.3439	1.28635	1.83076
ADAMTS6	0.377434	0.362353	0.338678	0.106127	0.1610658	0.339772	0.374402	0.415936
ADAMTS7	9.86063	9.29124	9.88454	9.12264	8.89339	8.08531	8.34129	8.36
ADAMTS8	1.5269	1.72492	1.60264	1.29881	1.27859	5.02954	4.97868	4.88562
ADAMTS9	5.948306	5.36081653	5.6805240371829	3.7734107	3.5809595	18.6709	19.6080944	19.491226
ADAMTSL1	2.319220019838	1.99451	2.625255	1.10419341	0.9694752	0.13293	0.0938195	0.2316
ADAMTSL2	14.2036386	12.982044	13.1594673	8.199889	8.5063467	9.938305	10.3835589	10.3080167
ADAMTSL2L	5.63432562265	6.594492	6.54047500246874	9.2955233305	9.25347870526137	4.5148157	3.7520859	4.244189
ADAMTSL3	0.723990398236	0.5997023222324	0.5436499696947	0.112607912398964	0.109568808100166	0.99465291399341	0.806358893652	0.9562239
ADAMTSL5	8.531696	7.31295	7.120419	22.9663	26.4283	2.153801	2.61851	1.55482
ADAP1	28.6097	27.5086	27.2789	9.60754	10.5026	24.6751	24.2406	23.32
ADAP2	16.7291	17.3268	14.7209	4.15617	3.58678	22.1945	20.3006	22.1605
ADAR	67.5552	63.3088	62.6426	31.00291	30.34177	38.89711	36.7461	35.7446
ADARB1	21.5787	21.24681	23.99042	19.96945	17.14786	8.228972	8.60928	8.417706
ADARB2	0	0	0	0	0	0.505989	0.373482	0.306057
ADAT1	26.548353763	24.790440755	25.69233	19.1702781485	19.0346159903	33.9895717	33.968230872	34.449140939
ADAT2	49.0948	47.8436	42.9975	51.0389	48.0651	48.1187	48.834	46.692
ADCK1	4.086734	3.6027319	3.5507167	3.3090354	3.4331009	3.0684984	4.000171	4.8587982
ADCK2	6.24277	6.066382	6.015181	8.009824	8.574188	5.151396	5.95726	5.26943
ADCY1	0.2985581	0.1738629	0.3012941	0.1192725	0.1531818	1.022427848	1.153315	1.0216049
ADCY10L1	0	0	0	0	0.00018747	0.22294	0	0.126319
ADCY10L11	0.269959	0.172053	0.0946153	0	0.0113888	0.190083	0.257212	0.0823719
ADCY10L13	0	0	0	0	0	0	0	0
ADCY10L3	0	0	0	0	0	0	0	0
ADCY10L4	0	0.00250234	0.00380386	0	0	0.00300487	0.00709197	0.0022241
ADCY10L5	0	0.28488	0.319642	0	0.155595	0.530082	0.78717	0.535967
ADCY10L6	0	0.309986	0	0	0.0562448	0	0	0
ADCY10L8	0.0605131	0.190498	0	0	0	0.158136	0	0
ADCY2	1.969694	2.172519	2.361837	1.35131504	1.3713213	0.838412	1.065404	0.8408926
ADCY3	4.002655	3.68871	3.778301	3.18703	3.30443	4.43157	4.60026	3.92638
ADCY5	4.59978	4.33928	4.2442	0.951849	1.05257	10.7473	10.7111	11.9549
ADCY7	40.328168435583	41.154432	45.758369	31.0739364280309	26.977751463963	47.48455	49.431672	50.270300751921
ADCY8	0.2310002	0.277009	0.229176	0.0286062	0.0669758	0.936944	0.730177	0.736558
ADCY9	13.54335	11.9948	13.47477	6.81696	6.32152	21.9841	22.6568	21.6657
ADCYAP1	0.127945	0.141159	0	0	0	0	0	0
ADCYAP1R1	1.4602385791453	1.3673141	0.733533	0.458751957584393	0.3556237	1.1892956955	0.639105	1.135153418173
ADD1	69.0830114140903	74.768334057596	77.9068714101	46.087446	43.899607182787	64.91123949168	69.5097268749466	66.2605432002
ADD2	0.459786	0.438416	0.474873	0.273609	0.407388	6.07502	5.12938	5.47102
ADD3	76.063324	73.85327	79.333117	52.2255383	59.5789547	133.8592166728	136.5788131	135.396634004285
ADGB	0.577109	0.5036	0.483147	0.0274567	0.0285341	0.594338	0.675607	0.676433
ADGRA1L	0.528576	0.398353	0.625423	0.217331	0.214464	7.92573	8.51447	8.81886
ADGRA2	4.5833104	4.56079	4.27566345	3.198545188847	3.489304	6.739019	6.972282629	6.1258274887744
ADGRA3L	17.0646	17.1517	17.4046	14.765	12.323	10.353	9.94964	10.626
ADGRB1	0.1776320704859	0.2046517147273	0.243499144723	0.1182975169429	0.16738065955567	1.22562	1.13369888544371	1.11715310462125
ADGRB2	0.43249410722759	0.32343572332	0.2862898	0.4553116	0.344409800191658	0.60597	0.5519113	0.7326677
ADGRB3	0.0723319	0.029168	0.181884	0.0413297	0.01451652	0.132726	0.13871351	0.122612
ADGRD1	1.36386	1.316398	1.323091	0.721301	0.568131	0.196930365972	0.32509	0.30021122936
