X1	X2	X3	X4	X5	X6	p_adjusted
52	ENST00000300182	sorex_araneus	2.62e-08	1.047e-07	ENSG00000166926	MS4A6E	2.29932833333333e-05
53	ENST00000300433	sorex_araneus	4.889e-07	1.9558e-06	ENSG00000167105	TMEM92	0.000229309137777778
54	ENST00000301242	sorex_araneus	6.17217e-05	0.0002468869	ENSG00000167641	PPP1R14A	0.00956807760490196
55	ENST00000302514	sorex_araneus	0.0001987596	0.0007950383	ENSG00000172247	C1QTNF4	0.0235823395543071
56	ENST00000304084	sorex_araneus	1.4e-09	4.3e-09	ENSG00000172243	CLEC7A	1.47807826086957e-06
57	ENST00000304895	sorex_araneus	0.0004046155	0.001618462	ENSG00000169919	GUSB	0.0401026467981221
58	ENST00000305139	sorex_araneus	2.6e-09	7.7e-09	ENSG00000167165	UGT1A6	2.48474285714286e-06
59	ENST00000305188	sorex_araneus	1.3357e-06	5.3429e-06	ENSG00000171320	ESCO2	0.000515133748780488
60	ENST00000305988	sorex_araneus	0.000259876	0.001039504	ENSG00000169252	ADRB2	0.0286352565296167
61	ENST00000306503	sorex_araneus	4.255e-07	1.7019e-06	ENSG00000171150	SOCS5	0.000205423227480916
62	ENST00000308284	sorex_araneus	0.000372647	0.0011179411	ENSG00000120341	SEC16B	0.0303623488576329
63	ENST00000309415	sorex_araneus	0	0	ENSG00000172985	SH3RF3	0
64	ENST00000310924	sorex_araneus	0.0001225858	0.0004903432	ENSG00000167291	TBC1D16	0.0161864440050104
65	ENST00000311127	sorex_araneus	0.0001599833	0.000639933	ENSG00000173706	HEG1	0.0199614867108481
66	ENST00000313683	sorex_araneus	8.79574e-05	0.0002638721	ENSG00000182013	PNMA8A	0.0100296770317308
67	ENST00000314167	sorex_araneus	0.0006005142	0.0018015426	ENSG00000178950	GAK	0.0436232643050536
68	ENST00000314191	sorex_araneus	0.0001287785	0.0005151141	ENSG00000253729	PRKDC	0.0167720649473251
69	ENST00000314787	sorex_araneus	5.61718e-05	0.000224687	ENSG00000254093	PINX1	0.00894899456926952
70	ENST00000315579	sorex_araneus	0.000489126	0.001956504	ENSG00000010292	NCAPD2	0.0463117383952096
71	ENST00000316981	sorex_araneus	0.0004854296	0.0019417185	ENSG00000181690	PLAG1	0.0460997791621622
72	ENST00000321464	sorex_araneus	0.0001956753	0.0007827012	ENSG00000177311	ZBTB38	0.0233422044444444
73	ENST00000322090	sorex_araneus	4.6932e-06	1.87728e-05	ENSG00000146729	NIPSNAP2	0.00134925233454545
74	ENST00000322536	sorex_araneus	3.93296e-05	0.0001573185	ENSG00000178105	DDX10	0.00682454584109589
75	ENST00000322941	sorex_araneus	0.000294048	0.0011761919	ENSG00000177374	HIC1	0.0312570526433613
76	ENST00000324096	sorex_araneus	1.20953e-05	3.6286e-05	ENSG00000130479	MAP1S	0.00224122746875
77	ENST00000324109	sorex_araneus	4.36202e-05	0.0001744808	ENSG00000107554	DNMBP	0.00735704109226667
78	ENST00000324662	sorex_araneus	1.2024e-05	4.80961e-05	ENSG00000177455	CD19	0.00274547123898917
79	ENST00000326043	sorex_araneus	5.16575e-05	0.0002066299	ENSG00000178573	MAF	0.00837751789435898
80	ENST00000326294	sorex_araneus	2.8785e-05	0.00011514	ENSG00000213402	PTPRCAP	0.00537048283185841
81	ENST00000327237	sorex_araneus	0.0001347735	0.0005390939	ENSG00000140688	RUSF1	0.0173607998916497
82	ENST00000327787	sorex_araneus	0.0002809743	0.0011238974	ENSG00000185504	FAAP100	0.0304012053333333
83	ENST00000327876	sorex_araneus	5.3513e-06	2.14051e-05	ENSG00000184261	KCNK12	0.00147798009257642
84	ENST00000328381	sorex_araneus	0.0003242615	0.0009727845	ENSG00000181481	RNF135	0.0272724619042553
85	ENST00000328801	sorex_araneus	2.89384e-05	0.0001157535	ENSG00000182938	OTOP3	0.00537418532594752
86	ENST00000329117	sorex_araneus	8.11502e-05	0.0003246009	ENSG00000132692	BCAN	0.0116385247863946
87	ENST00000331426	sorex_araneus	0.0006650834	0.0019952503	ENSG00000184898	RBM43	0.0469477644994048
88	ENST00000332191	sorex_araneus	5.68977e-05	0.0002275908	ENSG00000185008	ROBO2	0.00901921235488722
89	ENST00000333127	sorex_araneus	0.000164521	0.0006580839	ENSG00000184345	IQCF2	0.0204031816211765
90	ENST00000333486	sorex_araneus	2.83438e-05	0.000113375	ENSG00000182179	UBA7	0.00531954154302671
91	ENST00000336648	sorex_araneus	1.378e-07	5.513e-07	ENSG00000159267	HLCS	8.46325786407767e-05
92	ENST00000338379	sorex_araneus	0.0001995052	0.0007980207	ENSG00000187475	H1-6	0.0235856136605607
93	ENST00000339176	sorex_araneus	4.79067e-05	0.0001916268	ENSG00000188038	NRN1L	0.00791123488668407
94	ENST00000341170	sorex_araneus	9.404e-07	3.7617e-06	ENSG00000136925	TSTD2	0.00038875817254902
95	ENST00000342203	sorex_araneus	0.0002249199	0.0008996795	ENSG00000117155	SSX2IP	0.0256403317917117
96	ENST00000342833	sorex_araneus	0	0	ENSG00000187559	FOXD4L3	0
97	ENST00000344575	sorex_araneus	5.09734e-05	0.0002038937	ENSG00000188763	FZD9	0.0083091937742268
98	ENST00000344876	sorex_araneus	0.0001282454	0.0005129814	ENSG00000189184	PCDH18	0.0167588055719008
99	ENST00000353963	sorex_araneus	2.00837e-05	8.03348e-05	ENSG00000170482	SLC23A1	0.00404539445095541
100	ENST00000356613	sorex_araneus	0.0004615223	0.0018460892	ENSG00000198576	ARC	0.0444975037048781
101	ENST00000356834	sorex_araneus	0.0004604745	0.0013814234	ENSG00000197226	TBC1D9B	0.0352307529045161
102	ENST00000357474	sorex_araneus	4.83606e-05	0.0001450819	ENSG00000145194	ECE2	0.00642586835518207
103	ENST00000358835	sorex_araneus	0.0001133389	0.0004533557	ENSG00000009413	REV3L	0.01518741595
104	ENST00000360954	sorex_araneus	0.0002355428	0.0009421713	ENSG00000125430	HS3ST3B1	0.0265082074654804
105	ENST00000361511	sorex_araneus	9.95754e-05	0.0003983018	ENSG00000086717	PPEF1	0.0136911914382609
106	ENST00000366714	sorex_araneus	2.85342e-05	0.0001141368	ENSG00000198835	GJC2	0.00533944106982248
107	ENST00000366756	sorex_araneus	2.2862e-05	9.14479e-05	ENSG00000198719	DLL1	0.00440993305487805
108	ENST00000367066	sorex_araneus	4.50073e-05	0.000180029	ENSG00000164691	TAGAP	0.0075307368994709
109	ENST00000367097	sorex_araneus	6.81421e-05	0.0002725684	ENSG00000130338	TULP4	0.0102371770565321
110	ENST00000367309	sorex_araneus	0.0003775623	0.0015102491	ENSG00000174307	PHLDA3	0.0380862181326954
111	ENST00000367739	sorex_araneus	2.3451e-06	9.3803e-06	ENSG00000027697	IFNGR1	0.000788943104255319
112	ENST00000369755	sorex_araneus	0.0003864234	0.0015456934	ENSG00000065613	SLK	0.0387329699537242
113	ENST00000369774	sorex_araneus	0.0002840726	0.0011362902	ENSG00000107957	SH3PXD2A	0.0305042795286927
114	ENST00000370467	sorex_araneus	0.0001311086	0.0003933257	ENSG00000176988	FMR1NB	0.0136387411587719
115	ENST00000370536	sorex_araneus	1.79756e-05	7.19025e-05	ENSG00000134595	SOX3	0.00371543245098039
116	ENST00000370981	sorex_araneus	1.45123e-05	5.80494e-05	ENSG00000162595	DIRAS3	0.00317604537301038
117	ENST00000372027	sorex_araneus	5.1454e-06	2.05816e-05	ENSG00000173269	MMRN2	0.00143586194713656
118	ENST00000373644	sorex_araneus	0.0002340694	0.0009362776	ENSG00000138336	TET1	0.0264364668057143
119	ENST00000373696	sorex_araneus	2.56556e-05	7.69669e-05	ENSG00000147174	GCNA	0.00391454785980707
120	ENST00000374140	sorex_araneus	1.527e-07	6.108e-07	ENSG00000138835	RGS3	9.1112920754717e-05
121	ENST00000374264	sorex_araneus	0.0003886711	0.0015546844	ENSG00000106868	SUSD1	0.0388966293240506
122	ENST00000374530	sorex_araneus	0.0001572003	0.0006288012	ENSG00000157654	PALM2AKAP2	0.0198059852079681
123	ENST00000374667	sorex_araneus	5.6095e-05	0.0002243798	ENSG00000148156	ACTL7B	0.00894899456926952
124	ENST00000375011	sorex_araneus	0.0004446464	0.0017785858	ENSG00000119514	GALNT12	0.0431845606257669
125	ENST00000375608	sorex_araneus	0.0004825028	0.0019300113	ENSG00000126217	MCF2L	0.0459598474030121
126	ENST00000375980	sorex_araneus	0.0001939691	0.0007758764	ENSG00000142634	EFHD2	0.0232351470393939
127	ENST00000376468	sorex_araneus	0.0003049816	0.0009149448	ENSG00000120937	NPPB	0.0258803348436494
128	ENST00000377413	sorex_araneus	1.92484e-05	7.69937e-05	ENSG00000184659	FOXD4L4	0.00391454785980707
129	ENST00000377420	sorex_araneus	3.7064e-06	1.48255e-05	ENSG00000204779	FOXD4L5	0.00114351612682927
130	ENST00000378142	sorex_araneus	1.36719e-05	5.46878e-05	ENSG00000171659	GPR34	0.00302350871888112
131	ENST00000378832	sorex_araneus	0.0003168032	0.0012672128	ENSG00000205126	ACCSL	0.0329017549977011
132	ENST00000379499	sorex_araneus	0.0002986795	0.0011947179	ENSG00000185915	KLHL34	0.0316961064342282
133	ENST00000380473	sorex_araneus	0.0004313536	0.0017254143	ENSG00000175664	TEX26	0.0421977116822257
134	ENST00000380488	sorex_araneus	0.0004742135	0.0018968538	ENSG00000102048	ASB9	0.0454249121470499
135	ENST00000380588	sorex_araneus	1.569e-06	4.7069e-06	ENSG00000183067	IGSF5	0.000459416683950617
136	ENST00000380903	sorex_araneus	1.6793e-05	6.71722e-05	ENSG00000073169	SELENOO	0.00352866055282392
137	ENST00000381585	sorex_araneus	0.0004609171	0.0018436684	ENSG00000150873	C2orf50	0.0444975037048781
138	ENST00000381930	sorex_araneus	0.0004432293	0.0017729171	ENSG00000109790	KLHL5	0.0431282541310769
139	ENST00000382120	sorex_araneus	0.0001764679	0.0007058715	ENSG00000109610	SOD3	0.0216303103837209
140	ENST00000388934	sorex_araneus	1.3051e-05	3.9153e-05	ENSG00000172478	MAB21L4	0.00238096611340996
141	ENST00000393316	sorex_araneus	4.14546e-05	0.0001658183	ENSG00000188761	BCL2L15	0.00710547143523035
142	ENST00000394573	sorex_araneus	0.0002647279	0.0007941838	ENSG00000156222	SLC28A1	0.0235823395543071
143	ENST00000394810	sorex_araneus	4.2654e-06	1.70617e-05	ENSG00000166317	SYNPO2L	0.00126065233831776
144	ENST00000394818	sorex_araneus	2.49843e-05	9.99371e-05	ENSG00000149503	INCENP	0.00474530428742515
145	ENST00000395676	sorex_araneus	3.89724e-05	0.0001558897	ENSG00000130487	KLHDC7B	0.00679043508650138
146	ENST00000395925	sorex_araneus	2.95e-07	1.1798e-06	ENSG00000106571	GLI3	0.000156472916666667
147	ENST00000396229	sorex_araneus	0.0003804637	0.0015218549	ENSG00000103534	TMC5	0.0383177861127389
148	ENST00000397192	sorex_araneus	8.833e-07	2.6498e-06	ENSG00000157212	PAXIP1	0.000285024745578231
149	ENST00000398600	sorex_araneus	0.0002218449	0.0008873795	ENSG00000157601	MX1	0.0254189214746377
150	ENST00000398841	sorex_araneus	1.3e-09	5.2e-09	ENSG00000090238	YPEL3	1.74941276595745e-06
151	ENST00000401815	sorex_araneus	0.0003036466	0.0009109398	ENSG00000178732	GP5	0.0258595693314183
152	ENST00000405322	sorex_araneus	0.0003201998	0.0012807993	ENSG00000138075	ABCG5	0.0330915008686275
153	ENST00000406938	sorex_araneus	0.0001288772	0.0005155087	ENSG00000100288	CHKB	0.0167720649473251
154	ENST00000409579	sorex_araneus	1.12815e-05	4.51259e-05	ENSG00000144218	AFF3	0.00261366568058608
155	ENST00000409816	sorex_araneus	7.4459e-06	2.97837e-05	ENSG00000169994	MYO7B	0.00189132475662651
156	ENST00000411696	sorex_araneus	4.4827e-06	1.79308e-05	ENSG00000115568	ZNF142	0.00130655211797235
157	ENST00000414000	sorex_araneus	0.0001090093	0.0004360373	ENSG00000146360	GPR6	0.0147636440847966
158	ENST00000420999	sorex_araneus	1.35088e-05	5.4035e-05	ENSG00000183690	EFHC2	0.00299789971929825
159	ENST00000428559	sorex_araneus	0.0001148093	0.000459237	ENSG00000023697	DERA	0.0152872746189474
160	ENST00000430297	sorex_araneus	0.0001169889	0.0004679558	ENSG00000144567	RETREG2	0.0155447838436975
161	ENST00000431206	sorex_araneus	3.30546e-05	0.0001322184	ENSG00000185627	PSMD13	0.00599036487335244
162	ENST00000433039	sorex_araneus	2.9331e-06	8.7993e-06	ENSG00000183246	RIMBP3C	0.000748035116129032
163	ENST00000434006	sorex_araneus	0.0002964855	0.0008894565	ENSG00000229453	SPINK8	0.0254323439023508
164	ENST00000438958	sorex_araneus	4.08206e-05	0.0001224617	ENSG00000215252	GOLGA8B	0.00559642890289017
165	ENST00000441174	sorex_araneus	0.0002082536	0.0008330145	ENSG00000154144	TBRG1	0.0242571367845304
166	ENST00000441493	sorex_araneus	9.5e-09	3.82e-08	ENSG00000243156	MICAL3	1.02376e-05
167	ENST00000442825	sorex_araneus	0.0005318271	0.0021273085	ENSG00000109684	CLNK	0.0497588787011834
168	ENST00000444746	sorex_araneus	0.0004881766	0.0019527064	ENSG00000080345	RIF1	0.0462911448227886
169	ENST00000447204	sorex_araneus	0.0001935675	0.0005807025	ENSG00000106565	TMEM176B	0.0184009377354709
170	ENST00000448507	sorex_araneus	0.0001141635	0.0004566538	ENSG00000132405	TBC1D14	0.0152333541890295
171	ENST00000449549	sorex_araneus	3.74e-07	1.4962e-06	ENSG00000237172	B3GNT9	0.000186282790551181
172	ENST00000450662	sorex_araneus	1.98031e-05	7.92123e-05	ENSG00000172421	EFCAB3	0.00400161305942492
173	ENST00000455884	sorex_araneus	2.23581e-05	8.94325e-05	ENSG00000186952	TMEM232	0.00439163568322981
174	ENST00000465301	sorex_araneus	0	0	ENSG00000243978	RTL9	0
175	ENST00000469408	sorex_araneus	0.0004106424	0.0012319271	ENSG00000091127	PUS7	0.0324113665643927
176	ENST00000469435	sorex_araneus	2.623e-07	1.049e-06	ENSG00000067082	KLF6	0.000142989551724138
177	ENST00000484928	sorex_araneus	4.2791e-05	0.0001711641	ENSG00000002933	TMEM176A	0.00727539448709677
178	ENST00000494664	sorex_araneus	0.0003223133	0.001289253	ENSG00000113845	TIMMDC1	0.0332555765676998
179	ENST00000502732	sorex_araneus	5.27932e-05	0.000211173	ENSG00000143322	ABL2	0.00852272447142857
180	ENST00000505035	sorex_araneus	0.0002065319	0.0008261276	ENSG00000234186	C16orf82	0.0241041482944649
181	ENST00000505560	sorex_araneus	5.75169e-05	0.0002300677	ENSG00000039319	ZFYVE16	0.00907189643990025
182	ENST00000505956	sorex_araneus	6.5198e-06	2.60794e-05	ENSG00000172771	EFCAB12	0.00169698548477366
183	ENST00000507866	sorex_araneus	2.26431e-05	9.05722e-05	ENSG00000184985	SORCS2	0.00440993305487805
184	ENST00000510708	sorex_araneus	6.85138e-05	0.0002740551	ENSG00000169570	DTWD2	0.0102443480879433
185	ENST00000513040	sorex_araneus	0.0001935528	0.0007742111	ENSG00000155324	GRAMD2B	0.0232351470393939
186	ENST00000518137	sorex_araneus	2.1748e-06	6.5243e-06	ENSG00000173818	ENDOV	0.00059978041627907
187	ENST00000523920	sorex_araneus	2.27702e-05	9.10809e-05	ENSG00000156467	UQCRB	0.00440993305487805
188	ENST00000529308	sorex_araneus	1.24005e-05	4.96019e-05	ENSG00000118369	USP35	0.00281105736
189	ENST00000534668	sorex_araneus	0.0004160254	0.0016641018	ENSG00000156738	MS4A1	0.0409856349869159
190	ENST00000535601	sorex_araneus	4e-10	1.4e-09	ENSG00000102241	HTATSF1	5.98291891891892e-07
191	ENST00000537011	sorex_araneus	0.0001938806	0.0007755224	ENSG00000184507	NUTM1	0.0232351470393939
192	ENST00000539836	sorex_araneus	0.0002442607	0.0009770427	ENSG00000167394	ZNF668	0.0273433613670796
193	ENST00000542802	sorex_araneus	6.02791e-05	0.0002411163	ENSG00000055483	USP36	0.00939047028472906
194	ENST00000545433	sorex_araneus	3.51959e-05	0.0001407834	ENSG00000188580	NKAIN2	0.00630613915240793
195	ENST00000545990	sorex_araneus	5.45556e-05	0.0001636669	ENSG00000111254	AKAP3	0.00705150142452316
196	ENST00000548364	sorex_araneus	3.2883e-06	1.31532e-05	ENSG00000177627	C12orf54	0.00106111427755102
197	ENST00000553780	sorex_araneus	1.6555e-06	6.622e-06	ENSG00000188488	SERPINA5	0.000605243144508671
198	ENST00000553809	sorex_araneus	0.000359362	0.0014374479	ENSG00000100902	PSMA6	0.0364830276
199	ENST00000561069	sorex_araneus	1.21939e-05	4.87758e-05	ENSG00000034053	APBA2	0.00277425521438849
200	ENST00000562783	sorex_araneus	0.0002809745	0.0008429235	ENSG00000178115	GOLGA8Q	0.0244108175494506
201	ENST00000562855	sorex_araneus	0.0006814435	0.001362887	ENSG00000259803	SLC22A31	0.0348141667915993
202	ENST00000572493	sorex_araneus	0.0006994844	0.0020984533	ENSG00000180042	OR1R1P	0.049156657154963
203	ENST00000576655	sorex_araneus	0.0001672834	0.0006691337	ENSG00000261949	GFY	0.0207051703804305
204	ENST00000601498	sorex_araneus	2.29435e-05	9.1774e-05	ENSG00000042753	AP2S1	0.00441073096656535
205	ENST00000601538	sorex_araneus	1.59542e-05	6.38169e-05	ENSG00000162105	SHANK2	0.00339755159191919
206	ENST00000604834	sorex_araneus	3.448e-07	1.3791e-06	ENSG00000270379	HEATR9	0.000175857493548387
207	ENST00000612183	sorex_araneus	4.4941e-05	0.0001797639	ENSG00000172717	GARIN2	0.0075307368994709
208	ENST00000615603	sorex_araneus	5.6809e-06	2.27237e-05	ENSG00000114861	FOXP1	0.00154209074849785
209	ENST00000617316	sorex_araneus	0.0003016633	0.0012066532	ENSG00000276045	ORAI1	0.0318524213662771
210	ENST00000617575	sorex_araneus	0.000385572	0.0015422878	ENSG00000278570	NR2E3	0.038708975704127
211	ENST00000618007	sorex_araneus	0.000203242	0.000406484	ENSG00000274391	TPTE	0.0138926246920086
212	ENST00000620565	sorex_araneus	5.0416e-05	0.0002016639	ENSG00000276043	UHRF1	0.00826090566528497
213	ENST00000622588	sorex_araneus	0	0	ENSG00000273514	FOXD4L6	0
214	ENST00000636793	sorex_araneus	2.321e-07	9.282e-07	ENSG00000234828	IQCM	0.000129882286725664
215	ENST00000637265	sorex_araneus	1.66272e-05	6.65086e-05	ENSG00000143469	SYT14	0.00350544661066667
216	ENST00000637716	sorex_araneus	6.14803e-05	0.0002459213	ENSG00000183092	BEGAIN	0.00955407271646192
217	ENST00000637944	sorex_araneus	0.0002674225	0.0010696902	ENSG00000167302	TEPSIN	0.029295622815917
218	ENST00000640385	sorex_araneus	3.45043e-05	0.000138017	ENSG00000243335	KCTD7	0.00621744958404558
219	ENST00000644859	sorex_araneus	1.43598e-05	5.74393e-05	ENSG00000113889	KNG1	0.00315357712361111
220	ENST00000645898	sorex_araneus	5.16375e-05	0.0001549125	ENSG00000168016	TRANK1	0.00677882716574586
221	ENST00000646065	sorex_araneus	6.3368e-06	2.53474e-05	ENSG00000133816	MICAL2	0.00166955693112033
222	ENST00000648009	sorex_araneus	0.0008633291	0.0017266582	ENSG00000241106	HLA-DOB	0.0421977116822257
223	ENST00000648754	sorex_araneus	0.000255893	0.0010235719	ENSG00000057657	PRDM1	0.0282949630818182
224	ENST00000649389	sorex_araneus	9.892e-07	3.9567e-06	ENSG00000140022	STON2	0.000398492614012739
225	ENST00000651428	sorex_araneus	2.32194e-05	9.28776e-05	ENSG00000112759	SLC29A1	0.00445024427636364
226	ENST00000652347	sorex_araneus	2.03e-08	8.1e-08	ENSG00000164509	IL31RA	1.84096857142857e-05
227	ENST00000655275	sorex_araneus	0.0001737272	0.0006949088	ENSG00000185313	SCN10A	0.0213772333571984
228	ENST00000665763	sorex_araneus	3.8952e-06	1.55807e-05	ENSG00000176155	CCDC57	0.00119593217669903
229	ENST00000673991	sorex_araneus	2.5778e-05	7.73339e-05	ENSG00000109501	WFS1	0.00391924239358974
230	ENST00000674294	sorex_araneus	0.0001353007	0.0005412029	ENSG00000105479	ODAD1	0.017393293200813
231	ENST00000674831	sorex_araneus	1.27102e-05	5.08408e-05	ENSG00000140525	FANCI	0.00285069053049645
