X1	X2	X3	X4	X5	X6	p_adjusted
53	ENST00000252655	sorex_araneus	2.00951e-05	6.02854e-05	ENSG00000130363	RSPH3	0.00327571389965636
54	ENST00000252998	sorex_araneus	0.0002036957	0.000814783	ENSG00000130701	RBBP8NL	0.0239023168756957
55	ENST00000253697	sorex_araneus	1.8642e-06	5.5927e-06	ENSG00000131379	C3orf20	0.000525823409411765
56	ENST00000254691	sorex_araneus	6.56911e-05	0.0002627646	ENSG00000132357	CARD6	0.0100116478438554
57	ENST00000254801	sorex_araneus	4.1761e-06	1.67042e-05	ENSG00000132465	JCHAIN	0.00124588118113208
58	ENST00000255006	sorex_araneus	6.677e-07	2.6708e-06	ENSG00000132669	RIN2	0.000285342497297297
59	ENST00000256343	sorex_araneus	1.38775e-05	4.16326e-05	ENSG00000133962	CATSPERB	0.00248413083471698
60	ENST00000256404	sorex_araneus	6.3182e-05	0.0002527281	ENSG00000134020	PEBP4	0.00972296038248175
61	ENST00000256951	sorex_araneus	2.45e-08	9.81e-08	ENSG00000134531	EMP1	2.18472845070423e-05
62	ENST00000257359	sorex_araneus	5.82e-08	1.745e-07	ENSG00000134917	ADAMTS8	3.17148735632184e-05
63	ENST00000257894	sorex_araneus	0.0001125351	0.0004501403	ENSG00000135436	FAM186B	0.0151117163983015
64	ENST00000257901	sorex_araneus	0.0002931536	0.0008794609	ENSG00000135443	KRT85	0.0252837013650909
65	ENST00000258888	sorex_araneus	0	0	ENSG00000136383	ALPK3	0
66	ENST00000259335	sorex_araneus	2.802e-07	8.406e-07	ENSG00000136813	ECPAS	0.000118731178571429
67	ENST00000259808	sorex_araneus	0.000422589	0.0016903561	ENSG00000137275	RIPK1	0.0414386211677519
68	ENST00000260210	sorex_araneus	1.9519e-06	7.8074e-06	ENSG00000137656	BUD13	0.000685836715555556
69	ENST00000261523	sorex_araneus	0.0001369043	0.0005476172	ENSG00000069667	RORA	0.0175271995127273
70	ENST00000261584	sorex_araneus	0.0001047029	0.0004188115	ENSG00000083093	PALB2	0.0142720849956897
71	ENST00000261726	sorex_araneus	0.0001909024	0.0007636097	ENSG00000111249	CUX2	0.023042359878626
72	ENST00000261921	sorex_araneus	1.1632e-06	4.6526e-06	ENSG00000129038	LOXL1	0.000456937336645963
73	ENST00000262305	sorex_araneus	3.486e-07	1.3943e-06	ENSG00000090565	RAB11FIP3	0.0001763733728
74	ENST00000262970	sorex_araneus	1.7376e-06	6.9505e-06	ENSG00000089847	ANKRD24	0.000628007462857143
75	ENST00000263116	sorex_araneus	5.9118e-06	2.36474e-05	ENSG00000100228	RAB36	0.00159791747350427
76	ENST00000263187	sorex_araneus	6.7138e-05	0.0002685519	ENSG00000057468	MSH4	0.0101587144564593
77	ENST00000263205	sorex_araneus	0.0003096684	0.0012386736	ENSG00000099917	MED15	0.0325347291747508
78	ENST00000263408	sorex_araneus	0.0004408552	0.0017634206	ENSG00000113600	C9	0.0429633382545455
79	ENST00000263666	sorex_araneus	2.81389e-05	0.0001125556	ENSG00000121440	PDZRN3	0.00529681293809524
80	ENST00000264346	sorex_araneus	0.0001788607	0.000715443	ENSG00000138642	HERC6	0.021805561449711
81	ENST00000264433	sorex_araneus	5.57423e-05	0.0001672268	ENSG00000052795	FNIP2	0.00712719720107817
82	ENST00000264555	sorex_araneus	2.4296e-06	9.7185e-06	ENSG00000070047	PHRF1	0.0008087838
83	ENST00000264914	sorex_araneus	9.077e-07	3.6308e-06	ENSG00000113273	ARSB	0.000377698747368421
84	ENST00000264935	sorex_araneus	0.0005015112	0.0015045335	ENSG00000112877	CEP72	0.0380026896198083
85	ENST00000265708	sorex_araneus	1.8844e-06	5.6533e-06	ENSG00000104755	ADAM2	0.000525823409411765
86	ENST00000265724	sorex_araneus	3.07698e-05	0.0001230794	ENSG00000085563	ABCB1	0.00560844804841499
87	ENST00000267383	sorex_araneus	2.10729e-05	6.32187e-05	ENSG00000139880	CDH24	0.00337707460945946
88	ENST00000267406	sorex_araneus	0.0002191061	0.0008764244	ENSG00000139899	CBLN3	0.025281950807286
89	ENST00000268138	sorex_araneus	0.0001619565	0.0006478261	ENSG00000140534	TICRR	0.0201642249866142
90	ENST00000269202	sorex_araneus	3.618e-07	7.235e-07	ENSG00000141434	MEP1B	0.000104953963302752
91	ENST00000269576	sorex_araneus	0.0002447814	0.0009791254	ENSG00000186395	KRT10	0.0273532346727915
92	ENST00000269720	sorex_araneus	0.0003379361	0.0010138083	ENSG00000141854	MISP3	0.028091457971979
93	ENST00000270115	sorex_araneus	5.1534e-06	2.06135e-05	ENSG00000161328	LRRC56	0.00143586194713656
94	ENST00000271835	sorex_araneus	0.0001871655	0.0007486622	ENSG00000143536	CRNN	0.0226345061307839
95	ENST00000272224	sorex_araneus	1.56997e-05	6.27989e-05	ENSG00000143869	GDF7	0.00337199208
96	ENST00000276654	sorex_araneus	5.73386e-05	0.0001720159	ENSG00000147650	LRP12	0.00729199842037534
97	ENST00000278886	sorex_araneus	3.5e-09	1.4e-08	ENSG00000101004	NINL	4.34054901960784e-06
98	ENST00000281581	sorex_araneus	8.6131e-05	0.0003445241	ENSG00000151838	CCDC175	0.012269403309009
99	ENST00000281830	sorex_araneus	3.3356e-06	1.33424e-05	ENSG00000152049	KCNE4	0.0010655051959596
100	ENST00000282120	sorex_araneus	0	0	ENSG00000152291	TGOLN2	0
101	ENST00000282388	sorex_araneus	3.184e-07	1.2738e-06	ENSG00000152518	ZFP36L2	0.000163750614634146
102	ENST00000284694	sorex_araneus	4.5608e-06	1.82432e-05	ENSG00000154493	C10orf90	0.00131717570045662
103	ENST00000285046	sorex_araneus	2.79782e-05	8.39346e-05	ENSG00000154783	FGD5	0.00418666843911672
104	ENST00000285199	sorex_araneus	0.0002385759	0.0007157277	ENSG00000154914	USP43	0.021805561449711
105	ENST00000285402	sorex_araneus	0.0005935647	0.001780694	ENSG00000155087	ODF1	0.0431845606257669
106	ENST00000285814	sorex_araneus	5.85297e-05	0.000234119	ENSG00000155438	NIFK	0.00920868066666667
107	ENST00000286371	sorex_araneus	9.65e-07	3.86e-06	ENSG00000069849	ATP1B3	0.000391245641025641
108	ENST00000287020	sorex_araneus	4.17e-08	1.67e-07	ENSG00000156466	GDF6	3.14357619047619e-05
109	ENST00000288266	sorex_araneus	1.71536e-05	6.86146e-05	ENSG00000157500	APPL1	0.00356886202368421
110	ENST00000290130	sorex_araneus	4.11032e-05	0.0001644126	ENSG00000159055	MIS18A	0.00706438051956522
111	ENST00000290291	sorex_araneus	6.24115e-05	0.0001872345	ENSG00000060491	OGFR	0.00775013590052356
112	ENST00000290390	sorex_araneus	1.01354e-05	4.05416e-05	ENSG00000284308	C2orf81	0.00243742881825095
113	ENST00000290974	sorex_araneus	5.41e-07	2.1639e-06	ENSG00000159733	ZFYVE28	0.000249748808759124
114	ENST00000291582	sorex_araneus	9.50413e-05	0.0003801653	ENSG00000160224	AIRE	0.0132113708210989
115	ENST00000292779	sorex_araneus	6.2e-09	2.5e-08	ENSG00000161180	CCDC116	7.18727272727273e-06
116	ENST00000293604	sorex_araneus	0.0002520416	0.0005040832	ENSG00000204564	C6orf136	0.0165364389178423
117	ENST00000294008	sorex_araneus	4e-10	1.7e-09	ENSG00000188827	SLX4	6.89241025641026e-07
118	ENST00000294600	sorex_araneus	1.126e-07	4.503e-07	ENSG00000162592	CCDC27	7.1201436e-05
119	ENST00000295049	sorex_araneus	0.000209904	0.0008396158	ENSG00000162944	RFTN2	0.0244044210102941
120	ENST00000295171	sorex_araneus	9.88683e-05	0.0003954733	ENSG00000163040	CCDC74A	0.0136566932087336
121	ENST00000295622	sorex_araneus	0	0	ENSG00000163424	TEX55	0
122	ENST00000295910	sorex_araneus	0.0003422171	0.0006844341	ENSG00000163645	ERICH6	0.0211372499789062
123	ENST00000296266	sorex_araneus	3.9477e-06	1.5791e-05	ENSG00000163913	IFT122	0.00120621880193237
124	ENST00000296318	sorex_araneus	3.3346e-06	1.33386e-05	ENSG00000144730	IL17RD	0.0010655051959596
125	ENST00000296657	sorex_araneus	7.12888e-05	0.0002851552	ENSG00000164236	ANKRD33B	0.0105101958564103
126	ENST00000297267	sorex_araneus	5.4426e-06	2.17704e-05	ENSG00000164694	FNDC1	0.00149303612121212
127	ENST00000297579	sorex_araneus	2.38e-08	7.13e-08	ENSG00000164934	DCAF13	1.68268e-05
128	ENST00000298738	sorex_araneus	4.35821e-05	0.0001743285	ENSG00000165837	ERICH6B	0.00735704109226667
129	ENST00000298912	sorex_araneus	4.4331e-06	1.77325e-05	ENSG00000165959	CLMN	0.00129808467592593
130	ENST00000299413	sorex_araneus	1.2156e-06	4.8623e-06	ENSG00000166326	TRIM44	0.00047167293006135
131	ENST00000299563	sorex_araneus	1.079e-07	4.317e-07	ENSG00000166439	RNF169	6.8949903030303e-05
132	ENST00000299736	sorex_araneus	6.64703e-05	0.0002658811	ENSG00000166582	CENPV	0.0100818032450839
133	ENST00000300182	sorex_araneus	2.62e-08	1.047e-07	ENSG00000166926	MS4A6E	2.29932833333333e-05
134	ENST00000300433	sorex_araneus	4.889e-07	1.9558e-06	ENSG00000167105	TMEM92	0.000229309137777778
135	ENST00000301242	sorex_araneus	6.17217e-05	0.0002468869	ENSG00000167641	PPP1R14A	0.00956807760490196
136	ENST00000301280	sorex_araneus	6.55118e-05	0.0002620472	ENSG00000167670	CHAF1A	0.0100084307400966
137	ENST00000301724	sorex_araneus	0.000559741	0.001119482	ENSG00000167965	MLST8	0.0303623488576329
138	ENST00000301887	sorex_araneus	2.073e-06	8.292e-06	ENSG00000168062	BATF2	0.00072040167032967
139	ENST00000301944	sorex_araneus	0.0003199096	0.0012796384	ENSG00000171773	NXNL1	0.0330915008686275
140	ENST00000302514	sorex_araneus	0.0001987596	0.0007950383	ENSG00000172247	C1QTNF4	0.0235823395543071
141	ENST00000303991	sorex_araneus	2.3639e-06	7.0917e-06	ENSG00000169258	GPRIN1	0.000637124775
142	ENST00000304084	sorex_araneus	1.4e-09	4.3e-09	ENSG00000172243	CLEC7A	1.47807826086957e-06
143	ENST00000304271	sorex_araneus	0.0002112762	0.0006338285	ENSG00000171067	C11orf24	0.0198918567896825
144	ENST00000304311	sorex_araneus	9.7267e-06	2.91802e-05	ENSG00000168631	MUCL3	0.00186800535384615
145	ENST00000304613	sorex_araneus	9.31254e-05	0.0002793763	ENSG00000171798	KNDC1	0.0103697137455399
146	ENST00000304771	sorex_araneus	0.0001742481	0.0005227443	ENSG00000171533	MAP6	0.0169465772875256
147	ENST00000304895	sorex_araneus	0.0004046155	0.001618462	ENSG00000169919	GUSB	0.0401026467981221
148	ENST00000305139	sorex_araneus	2.6e-09	7.7e-09	ENSG00000167165	UGT1A6	2.48474285714286e-06
149	ENST00000305188	sorex_araneus	1.3357e-06	5.3429e-06	ENSG00000171320	ESCO2	0.000515133748780488
150	ENST00000305447	sorex_araneus	0.0001274017	0.0005096068	ENSG00000168959	GRM5	0.0166830284091097
151	ENST00000305988	sorex_araneus	0.000259876	0.001039504	ENSG00000169252	ADRB2	0.0286352565296167
152	ENST00000306084	sorex_araneus	2.0899e-06	8.3597e-06	ENSG00000168454	TXNDC2	0.000722314625136612
153	ENST00000306329	sorex_araneus	6.445e-07	2.5778e-06	ENSG00000168502	MTCL1	0.000279179271232877
154	ENST00000306388	sorex_araneus	9.445e-07	2.8334e-06	ENSG00000171530	TBCA	0.000298678138666667
155	ENST00000306503	sorex_araneus	4.255e-07	1.7019e-06	ENSG00000171150	SOCS5	0.000205423227480916
156	ENST00000306507	sorex_araneus	0.0005558686	0.0016676057	ENSG00000184492	FOXD4L1	0.0410080580534992
157	ENST00000307534	sorex_araneus	0.0002737393	0.0010949572	ENSG00000152782	PANK1	0.029799420389673
158	ENST00000307961	sorex_araneus	0.0002906969	0.0011627876	ENSG00000174444	RPL4	0.030952857796633
159	ENST00000308284	sorex_araneus	0.000372647	0.0011179411	ENSG00000120341	SEC16B	0.0303623488576329
160	ENST00000308611	sorex_araneus	9.149e-07	1.8298e-06	ENSG00000163606	CD200R1	0.000217539831578947
161	ENST00000308744	sorex_araneus	8.4822e-06	2.54467e-05	ENSG00000056291	NPFFR2	0.00166955693112033
162	ENST00000308748	sorex_araneus	2.30235e-05	4.60471e-05	ENSG00000174939	ASPHD1	0.002647624528
163	ENST00000308906	sorex_araneus	4.1195e-06	1.64781e-05	ENSG00000171695	LKAAEAR1	0.00124043266540284
164	ENST00000309042	sorex_araneus	3.48435e-05	0.0001393741	ENSG00000084093	REST	0.00626074792386364
165	ENST00000309295	sorex_araneus	0.0001061663	0.0004246652	ENSG00000173442	EHBP1L1	0.0144404433169892
166	ENST00000309415	sorex_araneus	0	0	ENSG00000172985	SH3RF3	0
167	ENST00000309680	sorex_araneus	5.91e-08	2.365e-07	ENSG00000172867	KRT2	4.10938241758242e-05
168	ENST00000310463	sorex_araneus	0.0001585109	0.0006340435	ENSG00000152076	CCDC74B	0.0198918567896825
169	ENST00000310924	sorex_araneus	0.0001225858	0.0004903432	ENSG00000167291	TBC1D16	0.0161864440050104
170	ENST00000311127	sorex_araneus	0.0001599833	0.000639933	ENSG00000173706	HEG1	0.0199614867108481
171	ENST00000311519	sorex_araneus	1.1008e-06	4.4032e-06	ENSG00000173567	ADGRF3	0.000440654420253165
172	ENST00000313164	sorex_araneus	1.24446e-05	4.97784e-05	ENSG00000112936	C7	0.00281105736
173	ENST00000313237	sorex_araneus	0.0004851411	0.0019405642	ENSG00000056487	PHF21B	0.0460997791621622
174	ENST00000313640	sorex_araneus	0.0003126743	0.0009380228	ENSG00000133106	EPSTI1	0.0264385321098039
175	ENST00000313683	sorex_araneus	8.79574e-05	0.0002638721	ENSG00000182013	PNMA8A	0.0100296770317308
176	ENST00000314167	sorex_araneus	0.0006005142	0.0018015426	ENSG00000178950	GAK	0.0436232643050536
177	ENST00000314191	sorex_araneus	0.0001287785	0.0005151141	ENSG00000253729	PRKDC	0.0167720649473251
178	ENST00000314520	sorex_araneus	1.67633e-05	5.02899e-05	ENSG00000179455	MKRN3	0.00282983593879004
179	ENST00000314787	sorex_araneus	5.61718e-05	0.000224687	ENSG00000254093	PINX1	0.00894899456926952
180	ENST00000315073	sorex_araneus	8.00568e-05	0.0003202273	ENSG00000146063	TRIM41	0.0115078046990909
181	ENST00000315579	sorex_araneus	0.000489126	0.001956504	ENSG00000010292	NCAPD2	0.0463117383952096
182	ENST00000315965	sorex_araneus	0	0	ENSG00000253276	CCDC71L	0
183	ENST00000316534	sorex_araneus	0.0001601386	0.0004804159	ENSG00000144061	NPHP1	0.0159252331463312
184	ENST00000316981	sorex_araneus	0.0004854296	0.0019417185	ENSG00000181690	PLAG1	0.0460997791621622
185	ENST00000318528	sorex_araneus	4.1233e-05	0.0001236991	ENSG00000177459	ERICH5	0.00562048899195402
186	ENST00000320256	sorex_araneus	0.000435654	0.0017426158	ENSG00000244617	ASPRV1	0.0425219768975309
187	ENST00000321420	sorex_araneus	8.99085e-05	0.0003596342	ENSG00000178171	AMER3	0.0126087272070953
188	ENST00000321464	sorex_araneus	0.0001956753	0.0007827012	ENSG00000177311	ZBTB38	0.0233422044444444
189	ENST00000322090	sorex_araneus	4.6932e-06	1.87728e-05	ENSG00000146729	NIPSNAP2	0.00134925233454545
190	ENST00000322536	sorex_araneus	3.93296e-05	0.0001573185	ENSG00000178105	DDX10	0.00682454584109589
191	ENST00000322941	sorex_araneus	0.000294048	0.0011761919	ENSG00000177374	HIC1	0.0312570526433613
192	ENST00000324096	sorex_araneus	1.20953e-05	3.6286e-05	ENSG00000130479	MAP1S	0.00224122746875
193	ENST00000324109	sorex_araneus	4.36202e-05	0.0001744808	ENSG00000107554	DNMBP	0.00735704109226667
194	ENST00000324662	sorex_araneus	1.2024e-05	4.80961e-05	ENSG00000177455	CD19	0.00274547123898917
195	ENST00000324698	sorex_araneus	0.000243182	0.000729546	ENSG00000164675	IQUB	0.0220988148505747
196	ENST00000325212	sorex_araneus	0	0	ENSG00000166004	CEP295	0
197	ENST00000325418	sorex_araneus	0.00028119	0.00112476	ENSG00000177602	HASPIN	0.0304012053333333
198	ENST00000326043	sorex_araneus	5.16575e-05	0.0002066299	ENSG00000178573	MAF	0.00837751789435898
199	ENST00000326270	sorex_araneus	5.4e-09	2.16e-08	ENSG00000146872	TLK2	6.3248e-06
200	ENST00000326294	sorex_araneus	2.8785e-05	0.00011514	ENSG00000213402	PTPRCAP	0.00537048283185841
201	ENST00000326724	sorex_araneus	2.68e-08	1.071e-07	ENSG00000181409	AATK	2.31981534246575e-05
202	ENST00000327237	sorex_araneus	0.0001347735	0.0005390939	ENSG00000140688	RUSF1	0.0173607998916497
203	ENST00000327475	sorex_araneus	8.35405e-05	0.0002506216	ENSG00000124721	DNAH8	0.00968906782200489
204	ENST00000327535	sorex_araneus	0.0001095034	0.0003285101	ENSG00000185436	IFNLR1	0.0117520400479638
205	ENST00000327787	sorex_araneus	0.0002809743	0.0011238974	ENSG00000185504	FAAP100	0.0304012053333333
206	ENST00000327876	sorex_araneus	5.3513e-06	2.14051e-05	ENSG00000184261	KCNK12	0.00147798009257642
207	ENST00000328381	sorex_araneus	0.0003242615	0.0009727845	ENSG00000181481	RNF135	0.0272724619042553
208	ENST00000328801	sorex_araneus	2.89384e-05	0.0001157535	ENSG00000182938	OTOP3	0.00537418532594752
209	ENST00000328823	sorex_araneus	0.0001730253	0.0006921013	ENSG00000183066	WBP2NL	0.0213323698939571
210	ENST00000328969	sorex_araneus	2.5059e-05	0.000100236	ENSG00000197114	ZGPAT	0.00474530428742515
211	ENST00000329117	sorex_araneus	8.11502e-05	0.0003246009	ENSG00000132692	BCAN	0.0116385247863946
212	ENST00000329474	sorex_araneus	5.06699e-05	0.0001520097	ENSG00000079691	CARMIL1	0.00669520160557103
213	ENST00000329630	sorex_araneus	2.9132e-05	0.0001165281	ENSG00000196456	ZNF775	0.00537418532594752
214	ENST00000329962	sorex_araneus	0.0004499282	0.0013497845	ENSG00000182272	B4GALNT4	0.0345352629676375
215	ENST00000330843	sorex_araneus	2.861e-06	1.14439e-05	ENSG00000156675	RAB11FIP1	0.00093756967253886
216	ENST00000330927	sorex_araneus	3.5503e-06	1.42013e-05	ENSG00000185862	EVI2B	0.00110616234285714
217	ENST00000331426	sorex_araneus	0.0006650834	0.0019952503	ENSG00000184898	RBM43	0.0469477644994048
218	ENST00000332191	sorex_araneus	5.68977e-05	0.0002275908	ENSG00000185008	ROBO2	0.00901921235488722
219	ENST00000332955	sorex_araneus	1.85629e-05	7.42518e-05	ENSG00000182264	IZUMO1	0.00381191383636364
220	ENST00000333127	sorex_araneus	0.000164521	0.0006580839	ENSG00000184345	IQCF2	0.0204031816211765
221	ENST00000333486	sorex_araneus	2.83438e-05	0.000113375	ENSG00000182179	UBA7	0.00531954154302671
222	ENST00000333762	sorex_araneus	6.30162e-05	0.0002520647	ENSG00000184897	H1-10	0.00972109033268293
223	ENST00000333861	sorex_araneus	1.222e-07	4.888e-07	ENSG00000182791	CCDC87	7.57735843137255e-05
224	ENST00000334270	sorex_araneus	0.000119387	0.0003581611	ENSG00000125482	TTF1	0.0125849851404444
225	ENST00000335524	sorex_araneus	0.0003340236	0.0010020707	ENSG00000186143	PRR30	0.0278466465876977
226	ENST00000336292	sorex_araneus	6.8637e-06	2.0591e-05	ENSG00000182253	SYNM	0.00143586194713656
227	ENST00000336648	sorex_araneus	1.378e-07	5.513e-07	ENSG00000159267	HLCS	8.46325786407767e-05
228	ENST00000337653	sorex_araneus	1.83258e-05	7.33032e-05	ENSG00000070748	CHAT	0.00377547295895765
229	ENST00000338379	sorex_araneus	0.0001995052	0.0007980207	ENSG00000187475	H1-6	0.0235856136605607
230	ENST00000339176	sorex_araneus	4.79067e-05	0.0001916268	ENSG00000188038	NRN1L	0.00791123488668407
231	ENST00000339762	sorex_araneus	0.0002608925	0.0010435702	ENSG00000151812	SLC35F4	0.0286972730476522
232	ENST00000340116	sorex_araneus	0.0002948908	0.0008846723	ENSG00000132199	ENOSF1	0.0253873655310345
233	ENST00000340126	sorex_araneus	2.25584e-05	9.02337e-05	ENSG00000067066	SP100	0.00440993305487805
234	ENST00000340147	sorex_araneus	8.32848e-05	0.0003331392	ENSG00000185056	C5orf47	0.0118907382176072
235	ENST00000340634	sorex_araneus	1.46731e-05	4.40192e-05	ENSG00000188582	PAQR9	0.00257884349925926
236	ENST00000341170	sorex_araneus	9.404e-07	3.7617e-06	ENSG00000136925	TSTD2	0.00038875817254902
237	ENST00000341413	sorex_araneus	1.53444e-05	4.60332e-05	ENSG00000103253	HAGHL	0.002647624528
238	ENST00000341458	sorex_araneus	0.0004821873	0.0019287493	ENSG00000101049	SGK2	0.0459598474030121
239	ENST00000341865	sorex_araneus	0.0002569608	0.0010278433	ENSG00000188112	C6orf132	0.0283634524600349
240	ENST00000342203	sorex_araneus	0.0002249199	0.0008996795	ENSG00000117155	SSX2IP	0.0256403317917117
241	ENST00000342833	sorex_araneus	0	0	ENSG00000187559	FOXD4L3	0
242	ENST00000343457	sorex_araneus	2.04e-08	8.15e-08	ENSG00000188993	LRRC66	1.84096857142857e-05
243	ENST00000344575	sorex_araneus	5.09734e-05	0.0002038937	ENSG00000188763	FZD9	0.0083091937742268
244	ENST00000344876	sorex_araneus	0.0001282454	0.0005129814	ENSG00000189184	PCDH18	0.0167588055719008
245	ENST00000344922	sorex_araneus	8.6e-08	1.721e-07	ENSG00000154305	MIA3	3.16423860465116e-05
246	ENST00000345165	sorex_araneus	6.9654e-06	2.78616e-05	ENSG00000162004	CCDC78	0.00179084398048781
247	ENST00000348564	sorex_araneus	2.733e-07	1.0933e-06	ENSG00000081237	PTPRC	0.000147754355555556
248	ENST00000353963	sorex_araneus	2.00837e-05	8.03348e-05	ENSG00000170482	SLC23A1	0.00404539445095541
249	ENST00000354232	sorex_araneus	1e-10	6e-10	ENSG00000105379	ETFB	2.63533333333333e-07
250	ENST00000354675	sorex_araneus	4.5486e-06	1.36459e-05	ENSG00000131016	AKAP12	0.001078844854
